activation,hidden_nodes,lr,dropout,lambda1,lambda2,optimizer,momentum,train_acc,val_acc,final_loss
relu,"[32, 32]",0.001,0.0,0.0,0.0,momentum,0.8,0.59375,0.6413043478260869,5.4415404434132855
relu,"[32, 32]",0.001,0.0,0.0,0.0,momentum,0.9,0.6277173913043478,0.5760869565217391,2.797740407932257
relu,"[32, 32]",0.001,0.0,0.0,0.0,momentum,0.99,0.41304347826086957,0.358695652173913,7.2320467698603395
relu,"[32, 32]",0.001,0.0,0.0,0.0001,adam,0.0,0.7554347826086957,0.6413043478260869,1.5567889375928896
relu,"[32, 32]",0.001,0.0,0.0,0.0001,momentum,0.8,0.5067934782608695,0.5978260869565217,2.5144172070588002
relu,"[32, 32]",0.001,0.0,0.0,0.0001,momentum,0.9,0.5149456521739131,0.5434782608695652,5.134966827174241
relu,"[32, 32]",0.001,0.0,0.0,0.0001,momentum,0.99,0.59375,0.5760869565217391,3.823438610143149
relu,"[32, 32]",0.001,0.0,0.0,0.001,adam,0.0,0.8220108695652174,0.7608695652173914,1.60336522635161
relu,"[32, 32]",0.001,0.0,0.0,0.001,momentum,0.8,0.49320652173913043,0.5217391304347826,4.135217379244042
relu,"[32, 32]",0.001,0.0,0.0,0.001,momentum,0.9,0.5244565217391305,0.5434782608695652,4.188891664880766
relu,"[32, 32]",0.001,0.0,0.0,0.001,momentum,0.99,0.4320652173913043,0.42391304347826086,8.117536650817511
relu,"[32, 32]",0.001,0.0,0.0,0.01,adam,0.0,0.7948369565217391,0.8369565217391305,7.610565688803241
relu,"[32, 32]",0.001,0.0,0.0,0.01,momentum,0.8,0.6494565217391305,0.6413043478260869,9.975341149614783
relu,"[32, 32]",0.001,0.0,0.0,0.01,momentum,0.9,0.6657608695652174,0.6304347826086957,9.889171742517096
relu,"[32, 32]",0.001,0.0,0.0,0.01,momentum,0.99,0.6589673913043478,0.6195652173913043,10.539236595927033
relu,"[32, 32]",0.001,0.0,0.0001,0.0,adam,0.0,0.6752717391304348,0.6521739130434783,2.9485990922466523
relu,"[32, 32]",0.001,0.0,0.0001,0.0,momentum,0.8,0.59375,0.5978260869565217,3.7412071722546463
relu,"[32, 32]",0.001,0.0,0.0001,0.0,momentum,0.9,0.5760869565217391,0.6195652173913043,3.9461658563551154
relu,"[32, 32]",0.001,0.0,0.0001,0.0,momentum,0.99,0.45108695652173914,0.3695652173913043,7.368104934647051
relu,"[32, 32]",0.001,0.0,0.0001,0.0001,adam,0.0,0.8192934782608695,0.75,1.1065369285745208
relu,"[32, 32]",0.001,0.0,0.0001,0.0001,momentum,0.8,0.625,0.6086956521739131,2.471654782604105
relu,"[32, 32]",0.001,0.0,0.0001,0.0001,momentum,0.9,0.5135869565217391,0.5434782608695652,4.165181082439857
relu,"[32, 32]",0.001,0.0,0.0001,0.0001,momentum,0.99,0.5027173913043478,0.44565217391304346,4.813108050684186
relu,"[32, 32]",0.001,0.0,0.0001,0.001,adam,0.0,0.7663043478260869,0.7608695652173914,1.8451988224802638
relu,"[32, 32]",0.001,0.0,0.0001,0.001,momentum,0.8,0.46467391304347827,0.45652173913043476,3.9220673782266493
relu,"[32, 32]",0.001,0.0,0.0001,0.001,momentum,0.9,0.6521739130434783,0.6739130434782609,4.8167359479567144
relu,"[32, 32]",0.001,0.0,0.0001,0.001,momentum,0.99,0.6317934782608695,0.6739130434782609,6.19906950488801
relu,"[32, 32]",0.001,0.0,0.0001,0.01,adam,0.0,0.7880434782608695,0.7717391304347826,7.469951106892845
relu,"[32, 32]",0.001,0.0,0.0001,0.01,momentum,0.8,0.65625,0.6413043478260869,9.954940118657586
relu,"[32, 32]",0.001,0.0,0.0001,0.01,momentum,0.9,0.5760869565217391,0.6086956521739131,10.576740682785307
relu,"[32, 32]",0.001,0.0,0.0001,0.01,momentum,0.99,0.47554347826086957,0.42391304347826086,12.165003262365019
relu,"[32, 32]",0.001,0.0,0.001,0.0,adam,0.0,0.7975543478260869,0.7934782608695652,2.05512484121994
relu,"[32, 32]",0.001,0.0,0.001,0.0,momentum,0.8,0.6358695652173914,0.6413043478260869,4.797136360328938
relu,"[32, 32]",0.001,0.0,0.001,0.0,momentum,0.9,0.5733695652173914,0.6086956521739131,4.3944504053677775
relu,"[32, 32]",0.001,0.0,0.001,0.0,momentum,0.99,0.5285326086956522,0.4673913043478261,6.418180717186903
relu,"[32, 32]",0.001,0.0,0.001,0.0001,adam,0.0,0.779891304347826,0.6956521739130435,2.7932408046670307
relu,"[32, 32]",0.001,0.0,0.001,0.0001,momentum,0.8,0.6711956521739131,0.6086956521739131,3.88351439624512
relu,"[32, 32]",0.001,0.0,0.001,0.0001,momentum,0.9,0.5774456521739131,0.5978260869565217,4.9229144711378385
relu,"[32, 32]",0.001,0.0,0.001,0.0001,momentum,0.99,0.4361413043478261,0.41304347826086957,7.595725598700918
relu,"[32, 32]",0.001,0.0,0.001,0.001,adam,0.0,0.7758152173913043,0.7065217391304348,3.184469267086064
relu,"[32, 32]",0.001,0.0,0.001,0.001,momentum,0.8,0.6657608695652174,0.6304347826086957,5.805393446558438
relu,"[32, 32]",0.001,0.0,0.001,0.001,momentum,0.9,0.5978260869565217,0.6521739130434783,4.446228663498135
relu,"[32, 32]",0.001,0.0,0.001,0.001,momentum,0.99,0.421195652173913,0.2717391304347826,6.831950055427505
relu,"[32, 32]",0.001,0.0,0.001,0.01,adam,0.0,0.7948369565217391,0.7391304347826086,8.470274160550876
relu,"[32, 32]",0.001,0.0,0.001,0.01,momentum,0.8,0.5815217391304348,0.6086956521739131,10.540205714486286
relu,"[32, 32]",0.001,0.0,0.001,0.01,momentum,0.9,0.6467391304347826,0.5760869565217391,10.665887526046834
relu,"[32, 32]",0.001,0.0,0.001,0.01,momentum,0.99,0.48233695652173914,0.5760869565217391,12.449638875294973
relu,"[32, 32]",0.001,0.2,0.0,0.0,adam,0.0,0.7608695652173914,0.8152173913043478,3.492635148884579
relu,"[32, 32]",0.001,0.2,0.0,0.0,momentum,0.8,0.4891304347826087,0.5,5.890338610277587
relu,"[32, 32]",0.001,0.2,0.0,0.0,momentum,0.9,0.6413043478260869,0.6521739130434783,6.875387891125051
relu,"[32, 32]",0.001,0.2,0.0,0.0,momentum,0.99,0.42391304347826086,0.3695652173913043,8.01491312654215
relu,"[32, 32]",0.001,0.2,0.0,0.0001,adam,0.0,0.7853260869565217,0.7608695652173914,2.830250992419046
relu,"[32, 32]",0.001,0.2,0.0,0.0001,momentum,0.8,0.6657608695652174,0.75,5.664522870108418
relu,"[32, 32]",0.001,0.2,0.0,0.0001,momentum,0.9,0.6168478260869565,0.6739130434782609,5.414142820408131
relu,"[32, 32]",0.001,0.2,0.0,0.0001,momentum,0.99,0.5625,0.5543478260869565,9.224637063890702
relu,"[32, 32]",0.001,0.2,0.0,0.001,adam,0.0,0.8084239130434783,0.7717391304347826,3.412172022812613
relu,"[32, 32]",0.001,0.2,0.0,0.001,momentum,0.8,0.6127717391304348,0.5978260869565217,6.7008052324223195
relu,"[32, 32]",0.001,0.2,0.0,0.001,momentum,0.9,0.6603260869565217,0.6304347826086957,5.796565064059616
relu,"[32, 32]",0.001,0.2,0.0,0.001,momentum,0.99,0.3342391304347826,0.33695652173913043,9.931636832537981
relu,"[32, 32]",0.001,0.2,0.0,0.01,adam,0.0,0.748641304347826,0.7934782608695652,9.16657365905953
relu,"[32, 32]",0.001,0.2,0.0,0.01,momentum,0.8,0.6603260869565217,0.6304347826086957,13.692349092571849
relu,"[32, 32]",0.001,0.2,0.0,0.01,momentum,0.9,0.6046195652173914,0.5652173913043478,13.680644416162444
relu,"[32, 32]",0.001,0.2,0.0,0.01,momentum,0.99,0.36820652173913043,0.29347826086956524,16.946991331231967
relu,"[32, 32]",0.001,0.2,0.0001,0.0,adam,0.0,0.6630434782608695,0.6086956521739131,4.218429571891384
relu,"[32, 32]",0.001,0.2,0.0001,0.0,momentum,0.8,0.5190217391304348,0.44565217391304346,8.288997589271295
relu,"[32, 32]",0.001,0.2,0.0001,0.0,momentum,0.9,0.6127717391304348,0.5760869565217391,5.397915713520687
relu,"[32, 32]",0.001,0.2,0.0001,0.0,momentum,0.99,0.5108695652173914,0.4673913043478261,6.9846226493187435
relu,"[32, 32]",0.001,0.2,0.0001,0.0001,adam,0.0,0.8084239130434783,0.782608695652174,3.090888292268578
relu,"[32, 32]",0.001,0.2,0.0001,0.0001,momentum,0.8,0.4782608695652174,0.358695652173913,5.418936768996077
relu,"[32, 32]",0.001,0.2,0.0001,0.0001,momentum,0.9,0.6358695652173914,0.6304347826086957,6.276466514240894
relu,"[32, 32]",0.001,0.2,0.0001,0.0001,momentum,0.99,0.31929347826086957,0.34782608695652173,11.765244495035896
relu,"[32, 32]",0.001,0.2,0.0001,0.001,adam,0.0,0.7771739130434783,0.8043478260869565,4.425419695860934
relu,"[32, 32]",0.001,0.2,0.0001,0.001,momentum,0.8,0.5217391304347826,0.44565217391304346,8.580836510382934
relu,"[32, 32]",0.001,0.2,0.0001,0.001,momentum,0.9,0.5366847826086957,0.5978260869565217,8.271928240275093
relu,"[32, 32]",0.001,0.2,0.0001,0.001,momentum,0.99,0.6182065217391305,0.717391304347826,6.136253188067869
relu,"[32, 32]",0.001,0.2,0.0001,0.01,adam,0.0,0.7853260869565217,0.782608695652174,9.790203874425595
relu,"[32, 32]",0.001,0.2,0.0001,0.01,momentum,0.8,0.6032608695652174,0.5434782608695652,12.39502612149385
relu,"[32, 32]",0.001,0.2,0.0001,0.01,momentum,0.9,0.6182065217391305,0.6304347826086957,13.664007176151628
relu,"[32, 32]",0.001,0.2,0.0001,0.01,momentum,0.99,0.5625,0.5434782608695652,14.000212960431348
relu,"[32, 32]",0.001,0.2,0.001,0.0,adam,0.0,0.7785326086956522,0.8043478260869565,3.6056818625098175
relu,"[32, 32]",0.001,0.2,0.001,0.0,momentum,0.8,0.6168478260869565,0.6195652173913043,7.196466375182219
relu,"[32, 32]",0.001,0.2,0.001,0.0,momentum,0.9,0.6589673913043478,0.6413043478260869,7.710047975373215
relu,"[32, 32]",0.001,0.2,0.001,0.0,momentum,0.99,0.44157608695652173,0.40217391304347827,10.65824040754939
relu,"[32, 32]",0.001,0.2,0.001,0.0001,adam,0.0,0.8383152173913043,0.8586956521739131,4.4785924245486575
relu,"[32, 32]",0.001,0.2,0.001,0.0001,momentum,0.8,0.6114130434782609,0.5760869565217391,7.750375250110779
relu,"[32, 32]",0.001,0.2,0.001,0.0001,momentum,0.9,0.626358695652174,0.6195652173913043,7.160555132593965
relu,"[32, 32]",0.001,0.2,0.001,0.0001,momentum,0.99,0.45516304347826086,0.45652173913043476,9.244120594249042
relu,"[32, 32]",0.001,0.2,0.001,0.001,adam,0.0,0.78125,0.6956521739130435,4.842347958199003
relu,"[32, 32]",0.001,0.2,0.001,0.001,momentum,0.8,0.5679347826086957,0.6195652173913043,7.759843003889909
relu,"[32, 32]",0.001,0.2,0.001,0.001,momentum,0.9,0.623641304347826,0.6521739130434783,7.4105833889887185
relu,"[32, 32]",0.001,0.2,0.001,0.001,momentum,0.99,0.5163043478260869,0.4891304347826087,9.57945822849854
relu,"[32, 32]",0.001,0.2,0.001,0.01,adam,0.0,0.8084239130434783,0.7717391304347826,9.594760026981882
relu,"[32, 32]",0.001,0.2,0.001,0.01,momentum,0.8,0.5040760869565217,0.5760869565217391,14.665551845188032
relu,"[32, 32]",0.001,0.2,0.001,0.01,momentum,0.9,0.49728260869565216,0.4673913043478261,15.74510019943812
relu,"[32, 32]",0.001,0.2,0.001,0.01,momentum,0.99,0.44157608695652173,0.42391304347826086,14.793598631988697
relu,"[32, 32]",0.001,0.5,0.0,0.0,adam,0.0,0.7445652173913043,0.75,8.505795501888402
relu,"[32, 32]",0.001,0.5,0.0,0.0,momentum,0.8,0.6983695652173914,0.75,6.89580901342864
relu,"[32, 32]",0.001,0.5,0.0,0.0,momentum,0.9,0.483695652173913,0.4782608695652174,8.629080505419486
relu,"[32, 32]",0.001,0.5,0.0,0.0,momentum,0.99,0.47554347826086957,0.4891304347826087,10.915724389458223
relu,"[32, 32]",0.001,0.5,0.0,0.0001,adam,0.0,0.7894021739130435,0.7391304347826086,7.086435228126374
relu,"[32, 32]",0.001,0.5,0.0,0.0001,momentum,0.8,0.6290760869565217,0.6521739130434783,7.836651520217686
relu,"[32, 32]",0.001,0.5,0.0,0.0001,momentum,0.9,0.34646739130434784,0.32608695652173914,11.136006614024778
relu,"[32, 32]",0.001,0.5,0.0,0.0001,momentum,0.99,0.33695652173913043,0.3804347826086957,15.032013074184555
relu,"[32, 32]",0.001,0.5,0.0,0.001,adam,0.0,0.7758152173913043,0.7608695652173914,6.344615433744462
relu,"[32, 32]",0.001,0.5,0.0,0.001,momentum,0.8,0.5910326086956522,0.5652173913043478,10.939379394188308
relu,"[32, 32]",0.001,0.5,0.0,0.001,momentum,0.9,0.6209239130434783,0.6086956521739131,10.246375039406413
relu,"[32, 32]",0.001,0.5,0.0,0.001,momentum,0.99,0.5135869565217391,0.4782608695652174,12.653664958752172
relu,"[32, 32]",0.001,0.5,0.0,0.01,adam,0.0,0.7472826086956522,0.7934782608695652,13.396768884230054
relu,"[32, 32]",0.001,0.5,0.0,0.01,momentum,0.8,0.485054347826087,0.532608695652174,17.30527660815499
relu,"[32, 32]",0.001,0.5,0.0,0.01,momentum,0.9,0.6345108695652174,0.5434782608695652,17.040337571709955
relu,"[32, 32]",0.001,0.5,0.0,0.01,momentum,0.99,0.561141304347826,0.5543478260869565,19.069539194304834
relu,"[32, 32]",0.001,0.5,0.0001,0.0,adam,0.0,0.7309782608695652,0.7717391304347826,7.030714754955715
relu,"[32, 32]",0.001,0.5,0.0001,0.0,momentum,0.8,0.5692934782608695,0.5869565217391305,13.578180335824678
relu,"[32, 32]",0.001,0.5,0.0001,0.0,momentum,0.9,0.5353260869565217,0.5543478260869565,10.950438288105135
relu,"[32, 32]",0.001,0.5,0.0001,0.0,momentum,0.99,0.27717391304347827,0.16304347826086957,16.141193481243526
relu,"[32, 32]",0.001,0.5,0.0001,0.0001,adam,0.0,0.8125,0.8478260869565217,5.271140223099067
relu,"[32, 32]",0.001,0.5,0.0001,0.0001,momentum,0.8,0.40625,0.3695652173913043,12.487755972563537
relu,"[32, 32]",0.001,0.5,0.0001,0.0001,momentum,0.9,0.6141304347826086,0.5869565217391305,10.023753713972368
relu,"[32, 32]",0.001,0.5,0.0001,0.0001,momentum,0.99,0.5258152173913043,0.4891304347826087,13.907294617986587
relu,"[32, 32]",0.001,0.5,0.0001,0.001,adam,0.0,0.7432065217391305,0.7282608695652174,7.694273507689193
relu,"[32, 32]",0.001,0.5,0.0001,0.001,momentum,0.8,0.6766304347826086,0.75,10.727275583853672
relu,"[32, 32]",0.001,0.5,0.0001,0.001,momentum,0.9,0.5570652173913043,0.5434782608695652,10.938208857775244
relu,"[32, 32]",0.001,0.5,0.0001,0.001,momentum,0.99,0.48233695652173914,0.532608695652174,14.032443419453985
relu,"[32, 32]",0.001,0.5,0.0001,0.01,adam,0.0,0.6453804347826086,0.5978260869565217,14.562128337446083
relu,"[32, 32]",0.001,0.5,0.0001,0.01,momentum,0.8,0.42527173913043476,0.5217391304347826,17.71103631951044
relu,"[32, 32]",0.001,0.5,0.0001,0.01,momentum,0.9,0.5692934782608695,0.532608695652174,18.74223009358572
relu,"[32, 32]",0.001,0.5,0.0001,0.01,momentum,0.99,0.4266304347826087,0.4673913043478261,19.396353532542584
relu,"[32, 32]",0.001,0.5,0.001,0.0,adam,0.0,0.7296195652173914,0.7282608695652174,9.55339409648182
relu,"[32, 32]",0.001,0.5,0.001,0.0,momentum,0.8,0.5733695652173914,0.5217391304347826,11.620190217864586
relu,"[32, 32]",0.001,0.5,0.001,0.0,momentum,0.9,0.5095108695652174,0.5652173913043478,11.300253906122158
relu,"[32, 32]",0.001,0.5,0.001,0.0,momentum,0.99,0.46603260869565216,0.5108695652173914,13.70195214219222
relu,"[32, 32]",0.001,0.5,0.001,0.0001,adam,0.0,0.7948369565217391,0.782608695652174,9.069645657238594
relu,"[32, 32]",0.001,0.5,0.001,0.0001,momentum,0.8,0.5774456521739131,0.5434782608695652,12.799821896824186
relu,"[32, 32]",0.001,0.5,0.001,0.0001,momentum,0.9,0.5190217391304348,0.5217391304347826,12.035195392998544
relu,"[32, 32]",0.001,0.5,0.001,0.0001,momentum,0.99,0.4375,0.4782608695652174,13.55368472165471
relu,"[32, 32]",0.001,0.5,0.001,0.001,adam,0.0,0.6997282608695652,0.7608695652173914,8.7104159432864
relu,"[32, 32]",0.001,0.5,0.001,0.001,momentum,0.8,0.6535326086956522,0.6630434782608695,11.64114746097413
relu,"[32, 32]",0.001,0.5,0.001,0.001,momentum,0.9,0.40217391304347827,0.3695652173913043,12.544498938383166
relu,"[32, 32]",0.001,0.5,0.001,0.001,momentum,0.99,0.391304347826087,0.5,15.437474589324959
relu,"[32, 32]",0.001,0.5,0.001,0.01,adam,0.0,0.7676630434782609,0.7934782608695652,13.218594441203528
relu,"[32, 32]",0.001,0.5,0.001,0.01,momentum,0.8,0.45516304347826086,0.5652173913043478,20.01864981389478
relu,"[32, 32]",0.001,0.5,0.001,0.01,momentum,0.9,0.44565217391304346,0.41304347826086957,18.84445034551791
relu,"[32, 32]",0.001,0.5,0.001,0.01,momentum,0.99,0.5176630434782609,0.5760869565217391,20.28323352338264
relu,"[32, 32]",0.0001,0.0,0.0,0.0,adam,0.0,0.5271739130434783,0.4891304347826087,4.93358087534267
relu,"[32, 32]",0.0001,0.0,0.0,0.0,momentum,0.8,0.4578804347826087,0.4782608695652174,12.787456561469638
relu,"[32, 32]",0.0001,0.0,0.0,0.0,momentum,0.9,0.3641304347826087,0.44565217391304346,8.986798984536625
relu,"[32, 32]",0.0001,0.0,0.0,0.0,momentum,0.99,0.24592391304347827,0.21739130434782608,10.946663584765906
relu,"[32, 32]",0.0001,0.0,0.0,0.0001,adam,0.0,0.46875,0.5,7.716941452479996
relu,"[32, 32]",0.0001,0.0,0.0,0.0001,momentum,0.8,0.5869565217391305,0.6413043478260869,3.9820176256548314
relu,"[32, 32]",0.0001,0.0,0.0,0.0001,momentum,0.9,0.2798913043478261,0.18478260869565216,6.189122840067242
relu,"[32, 32]",0.0001,0.0,0.0,0.0001,momentum,0.99,0.5720108695652174,0.4782608695652174,5.837735190565596
relu,"[32, 32]",0.0001,0.0,0.0,0.001,adam,0.0,0.49184782608695654,0.5652173913043478,6.312155716750944
relu,"[32, 32]",0.0001,0.0,0.0,0.001,momentum,0.8,0.49184782608695654,0.5434782608695652,6.611482675988649
relu,"[32, 32]",0.0001,0.0,0.0,0.001,momentum,0.9,0.360054347826087,0.3804347826086957,10.182116150376276
relu,"[32, 32]",0.0001,0.0,0.0,0.001,momentum,0.99,0.15625,0.1956521739130435,17.443322771542185
relu,"[32, 32]",0.0001,0.0,0.0,0.01,adam,0.0,0.561141304347826,0.5760869565217391,10.20789492129752
relu,"[32, 32]",0.0001,0.0,0.0,0.01,momentum,0.8,0.35190217391304346,0.34782608695652173,15.344240139257215
relu,"[32, 32]",0.0001,0.0,0.0,0.01,momentum,0.9,0.4116847826086957,0.32608695652173914,12.224755564102168
relu,"[32, 32]",0.0001,0.0,0.0,0.01,momentum,0.99,0.2921195652173913,0.30434782608695654,26.065111993152165
relu,"[32, 32]",0.0001,0.0,0.0001,0.0,adam,0.0,0.5842391304347826,0.6739130434782609,5.32161637795838
relu,"[32, 32]",0.0001,0.0,0.0001,0.0,momentum,0.8,0.23233695652173914,0.20652173913043478,14.142928188519967
relu,"[32, 32]",0.0001,0.0,0.0001,0.0,momentum,0.9,0.40896739130434784,0.43478260869565216,7.265254109983116
relu,"[32, 32]",0.0001,0.0,0.0001,0.0,momentum,0.99,0.360054347826087,0.2826086956521739,12.47183637751136
relu,"[32, 32]",0.0001,0.0,0.0001,0.0001,adam,0.0,0.4578804347826087,0.5108695652173914,10.36961786570998
relu,"[32, 32]",0.0001,0.0,0.0001,0.0001,momentum,0.8,0.44157608695652173,0.43478260869565216,9.130871722264953
relu,"[32, 32]",0.0001,0.0,0.0001,0.0001,momentum,0.9,0.453804347826087,0.44565217391304346,12.343503012579726
relu,"[32, 32]",0.0001,0.0,0.0001,0.0001,momentum,0.99,0.3546195652173913,0.31521739130434784,12.850920076797816
relu,"[32, 32]",0.0001,0.0,0.0001,0.001,adam,0.0,0.12364130434782608,0.08695652173913043,19.44803025974004
relu,"[32, 32]",0.0001,0.0,0.0001,0.001,momentum,0.8,0.46059782608695654,0.4782608695652174,7.882894777467939
relu,"[32, 32]",0.0001,0.0,0.0001,0.001,momentum,0.9,0.36277173913043476,0.40217391304347827,8.857723924896565
relu,"[32, 32]",0.0001,0.0,0.0001,0.001,momentum,0.99,0.2296195652173913,0.20652173913043478,11.427198751323825
relu,"[32, 32]",0.0001,0.0,0.0001,0.01,adam,0.0,0.5190217391304348,0.5217391304347826,13.351590723393237
relu,"[32, 32]",0.0001,0.0,0.0001,0.01,momentum,0.8,0.4171195652173913,0.45652173913043476,13.412067537678883
relu,"[32, 32]",0.0001,0.0,0.0001,0.01,momentum,0.9,0.28396739130434784,0.2717391304347826,15.982332644456402
relu,"[32, 32]",0.0001,0.0,0.0001,0.01,momentum,0.99,0.4701086956521739,0.41304347826086957,14.418673816205912
relu,"[32, 32]",0.0001,0.0,0.001,0.0,adam,0.0,0.45652173913043476,0.5108695652173914,7.5053298776430335
relu,"[32, 32]",0.0001,0.0,0.001,0.0,momentum,0.8,0.2758152173913043,0.29347826086956524,10.242385782689261
relu,"[32, 32]",0.0001,0.0,0.001,0.0,momentum,0.9,0.501358695652174,0.5652173913043478,5.72827169833849
relu,"[32, 32]",0.0001,0.0,0.001,0.0,momentum,0.99,0.4116847826086957,0.41304347826086957,10.817547093001812
relu,"[32, 32]",0.0001,0.0,0.001,0.0001,adam,0.0,0.327445652173913,0.31521739130434784,11.00815400664818
relu,"[32, 32]",0.0001,0.0,0.001,0.0001,momentum,0.8,0.2798913043478261,0.34782608695652173,11.500760637894684
relu,"[32, 32]",0.0001,0.0,0.001,0.0001,momentum,0.9,0.35054347826086957,0.3695652173913043,9.93961673479226
relu,"[32, 32]",0.0001,0.0,0.001,0.0001,momentum,0.99,0.004076086956521739,0.0,26.66931274714404
relu,"[32, 32]",0.0001,0.0,0.001,0.001,adam,0.0,0.4741847826086957,0.45652173913043476,9.802200893440302
relu,"[32, 32]",0.0001,0.0,0.001,0.001,momentum,0.8,0.25,0.21739130434782608,19.907783609779557
relu,"[32, 32]",0.0001,0.0,0.001,0.001,momentum,0.9,0.4320652173913043,0.42391304347826086,8.958829890234362
relu,"[32, 32]",0.0001,0.0,0.001,0.001,momentum,0.99,0.39809782608695654,0.3804347826086957,10.007376103250404
relu,"[32, 32]",0.0001,0.0,0.001,0.01,adam,0.0,0.4592391304347826,0.41304347826086957,15.286611340925989
relu,"[32, 32]",0.0001,0.0,0.001,0.01,momentum,0.8,0.2296195652173913,0.2608695652173913,16.24624863909548
relu,"[32, 32]",0.0001,0.0,0.001,0.01,momentum,0.9,0.15896739130434784,0.16304347826086957,21.181048447255282
relu,"[32, 32]",0.0001,0.0,0.001,0.01,momentum,0.99,0.10326086956521739,0.03260869565217391,25.15720746440848
relu,"[32, 32]",0.0001,0.2,0.0,0.0,adam,0.0,0.5353260869565217,0.5217391304347826,7.90719876991696
relu,"[32, 32]",0.0001,0.2,0.0,0.0,momentum,0.8,0.36820652173913043,0.40217391304347827,13.22476898984549
relu,"[32, 32]",0.0001,0.2,0.0,0.0,momentum,0.9,0.4592391304347826,0.5108695652173914,10.5262168659464
relu,"[32, 32]",0.0001,0.2,0.0,0.0,momentum,0.99,0.422554347826087,0.43478260869565216,15.713241214925517
relu,"[32, 32]",0.0001,0.2,0.0,0.0001,adam,0.0,0.1644021739130435,0.1956521739130435,17.150066744949505
relu,"[32, 32]",0.0001,0.2,0.0,0.0001,momentum,0.8,0.4796195652173913,0.3695652173913043,9.795859377759852
relu,"[32, 32]",0.0001,0.2,0.0,0.0001,momentum,0.9,0.47282608695652173,0.4673913043478261,9.573634166381332
relu,"[32, 32]",0.0001,0.2,0.0,0.0001,momentum,0.99,0.31521739130434784,0.2608695652173913,13.833351963818922
relu,"[32, 32]",0.0001,0.2,0.0,0.001,adam,0.0,0.40896739130434784,0.4782608695652174,9.619990769989162
relu,"[32, 32]",0.0001,0.2,0.0,0.001,momentum,0.8,0.09782608695652174,0.08695652173913043,22.591177949649605
relu,"[32, 32]",0.0001,0.2,0.0,0.001,momentum,0.9,0.5543478260869565,0.6086956521739131,8.5127188489562
relu,"[32, 32]",0.0001,0.2,0.0,0.001,momentum,0.99,0.453804347826087,0.43478260869565216,11.434551247711871
relu,"[32, 32]",0.0001,0.2,0.0,0.01,adam,0.0,0.28125,0.2608695652173913,18.320048401535992
relu,"[32, 32]",0.0001,0.2,0.0,0.01,momentum,0.8,0.20108695652173914,0.25,20.83812578439654
relu,"[32, 32]",0.0001,0.2,0.0,0.01,momentum,0.9,0.266304347826087,0.17391304347826086,18.412392809702784
relu,"[32, 32]",0.0001,0.2,0.0,0.01,momentum,0.99,0.3070652173913043,0.32608695652173914,19.4099717742765
relu,"[32, 32]",0.0001,0.2,0.0001,0.0,adam,0.0,0.3125,0.33695652173913043,14.505658442558067
relu,"[32, 32]",0.0001,0.2,0.0001,0.0,momentum,0.8,0.3423913043478261,0.30434782608695654,14.138396781316176
relu,"[32, 32]",0.0001,0.2,0.0001,0.0,momentum,0.9,0.21875,0.17391304347826086,15.797850933257095
relu,"[32, 32]",0.0001,0.2,0.0001,0.0,momentum,0.99,0.529891304347826,0.532608695652174,8.193855422025475
relu,"[32, 32]",0.0001,0.2,0.0001,0.0001,adam,0.0,0.12364130434782608,0.10869565217391304,18.505788928819978
relu,"[32, 32]",0.0001,0.2,0.0001,0.0001,momentum,0.8,0.43342391304347827,0.532608695652174,9.559523545154336
relu,"[32, 32]",0.0001,0.2,0.0001,0.0001,momentum,0.9,0.11277173913043478,0.11956521739130435,17.99732491739596
relu,"[32, 32]",0.0001,0.2,0.0001,0.0001,momentum,0.99,0.2608695652173913,0.20652173913043478,14.48601263236128
relu,"[32, 32]",0.0001,0.2,0.0001,0.001,adam,0.0,0.5597826086956522,0.6195652173913043,9.768736004657457
relu,"[32, 32]",0.0001,0.2,0.0001,0.001,momentum,0.8,0.41440217391304346,0.44565217391304346,17.048414279113913
relu,"[32, 32]",0.0001,0.2,0.0001,0.001,momentum,0.9,0.46467391304347827,0.4673913043478261,12.26166009364949
relu,"[32, 32]",0.0001,0.2,0.0001,0.001,momentum,0.99,0.26902173913043476,0.2608695652173913,16.700742152383416
relu,"[32, 32]",0.0001,0.2,0.0001,0.01,adam,0.0,0.6032608695652174,0.5543478260869565,13.77356380763624
relu,"[32, 32]",0.0001,0.2,0.0001,0.01,momentum,0.8,0.3220108695652174,0.20652173913043478,21.929957612574675
relu,"[32, 32]",0.0001,0.2,0.0001,0.01,momentum,0.9,0.09103260869565218,0.11956521739130435,24.8116793701509
relu,"[32, 32]",0.0001,0.2,0.0001,0.01,momentum,0.99,0.25679347826086957,0.32608695652173914,18.429038890677354
relu,"[32, 32]",0.0001,0.2,0.001,0.0,adam,0.0,0.3383152173913043,0.3804347826086957,11.896441192068082
relu,"[32, 32]",0.0001,0.2,0.001,0.0,momentum,0.8,0.41304347826086957,0.3804347826086957,13.738108066575114
relu,"[32, 32]",0.0001,0.2,0.001,0.0,momentum,0.9,0.20108695652173914,0.14130434782608695,17.001240985785287
relu,"[32, 32]",0.0001,0.2,0.001,0.0,momentum,0.99,0.11277173913043478,0.10869565217391304,19.534145222749146
relu,"[32, 32]",0.0001,0.2,0.001,0.0001,adam,0.0,0.33967391304347827,0.2717391304347826,11.593382653187039
